hgnc_id	symbol	name	location	location_sortable
HGNC:53924	NOTCH2NLC	notch 2 N-terminal like C	1q21.2	01q21.2
HGNC:7883	NOTCH3	notch receptor 3	19p13.12	19p13.12
HGNC:7884	NOTCH4	notch receptor 4	6p21.32	06p21.32
HGNC:31839	NOTO	notochord homeobox	2p13.2	02p13.2
HGNC:27106	NOTUM	notum, palmitoleoyl-protein carboxylesterase	17q25.3	17q25.3
HGNC:7886	NOVA1	NOVA alternative splicing regulator 1	14q12	14q12
HGNC:7887	NOVA2	NOVA alternative splicing regulator 2	19q13.32	19q13.32
HGNC:7889	NOX1	NADPH oxidase 1	Xq22.1	Xq22.1
HGNC:7890	NOX3	NADPH oxidase 3	6q25.3	06q25.3
HGNC:7891	NOX4	NADPH oxidase 4	11q14.3	11q14.3
HGNC:14874	NOX5	NADPH oxidase 5	15q23	15q23
HGNC:10668	NOXA1	NADPH oxidase activator 1	9q34.3	09q34.3
HGNC:19404	NOXO1	NADPH oxidase organizer 1	16p13.3	16p13.3
HGNC:20487	NOXRED1	NADP dependent oxidoreductase domain containing 1	14q24.3	14q24.3
HGNC:1190	NPAP1	nuclear pore associated protein 1	15q11.2	15q11.2
HGNC:53980	NPAP1L	nuclear pore associated protein 1 like	16q21	16q21
HGNC:7894	NPAS1	neuronal PAS domain protein 1	19q13.32	19q13.32
HGNC:7895	NPAS2	neuronal PAS domain protein 2	2q11.2	02q11.2
HGNC:19311	NPAS3	neuronal PAS domain protein 3	14q13.1	14q13.1
HGNC:18983	NPAS4	neuronal PAS domain protein 4	11q13.2	11q13.2
HGNC:7896	NPAT	nuclear protein, coactivator of histone transcription	11q22.3	11q22.3
HGNC:30099	NPB	neuropeptide B	17q25.3	17q25.3
HGNC:4522	NPBWR1	neuropeptides B and W receptor 1	8q11.23	08q11.23
HGNC:4530	NPBWR2	neuropeptides B and W receptor 2	20q13.33	20q13.33
HGNC:7897	NPC1	NPC intracellular cholesterol transporter 1	18q11.2	18q11.2
HGNC:7898	NPC1L1	NPC1 like intracellular cholesterol transporter 1	7p13	07p13
HGNC:14537	NPC2	NPC intracellular cholesterol transporter 2	14q24.3	14q24.3
HGNC:7899	NPDC1	neural proliferation, differentiation and control 1	9q34.3	09q34.3
HGNC:16244	NPEPL1	aminopeptidase like 1	20q13.32	20q13.32
HGNC:7900	NPEPPS	aminopeptidase puromycin sensitive	17q21.32	17q21.32
HGNC:7901	NPFF	neuropeptide FF-amide peptide precursor	12q13.13	12q13.13
HGNC:17425	NPFFR1	neuropeptide FF receptor 1	10q22.1	10q22.1
HGNC:4525	NPFFR2	neuropeptide FF receptor 2	4q13.3	04q13.3
HGNC:7905	NPHP1	nephrocystin 1	2q13	02q13
HGNC:7907	NPHP3	nephrocystin 3	3q22.1	03q22.1
HGNC:19104	NPHP4	nephrocystin 4	1p36.31	01p36.31
HGNC:7908	NPHS1	NPHS1 adhesion molecule, nephrin	19q13.12	19q13.12
HGNC:13394	NPHS2	NPHS2 stomatin family member, podocin	1q25.2	01q25.2
HGNC:7909	NPIPA1	nuclear pore complex interacting protein family member A1	16p13.11	16p13.11
HGNC:41979	NPIPA2	nuclear pore complex interacting protein family member A2	16p13.11	16p13.11
HGNC:41978	NPIPA3	nuclear pore complex interacting protein family member A3	16p13.11	16p13.11
HGNC:41980	NPIPA5	nuclear pore complex interacting protein family member A5	16p13.11	16p13.11
HGNC:41982	NPIPA7	nuclear pore complex interacting protein family member A7	16p13.11	16p13.11
HGNC:41983	NPIPA8	nuclear pore complex interacting protein family member A8	16p12.3	16p12.3
HGNC:37451	NPIPB2	nuclear pore complex interacting protein family member B2	16p13.13	16p13.13
HGNC:28989	NPIPB3	nuclear pore complex interacting protein family member B3	16p12.2	16p12.2
HGNC:41985	NPIPB4	nuclear pore complex interacting protein family member B4	16p12.2	16p12.2
HGNC:37233	NPIPB5	nuclear pore complex interacting protein family member B5	16p12.2	16p12.2
HGNC:37454	NPIPB6	nuclear pore complex interacting protein family member B6	16p12.1	16p12.1
HGNC:37490	NPIPB8	nuclear pore complex interacting protein family member B8	16p11.2	16p11.2
HGNC:41987	NPIPB9	nuclear pore complex interacting protein family member B9	16p11.2	16p11.2
HGNC:37453	NPIPB11	nuclear pore complex interacting protein family member B11	16p11.2	16p11.2
HGNC:37491	NPIPB12	nuclear pore complex interacting protein family member B12	16p11.2	16p11.2
HGNC:41989	NPIPB13	nuclear pore complex interacting protein family, member B13	16p11.2	16p11.2
HGNC:34409	NPIPB15	nuclear pore complex interacting protein family member B15	16q23.1	16q23.1
HGNC:16781	NPL	N-acetylneuraminate pyruvate lyase	1q25.3	01q25.3
HGNC:18261	NPLOC4	NPL4 homolog, ubiquitin recognition factor	17q25.3	17q25.3
HGNC:7910	NPM1	nucleophosmin 1	5q35.1	05q35.1
HGNC:7930	NPM2	nucleophosmin/nucleoplasmin 2	8p21.3	08p21.3
HGNC:7931	NPM3	nucleophosmin/nucleoplasmin 3	10q24.32	10q24.32
HGNC:27405	NPNT	nephronectin	4q24	04q24
HGNC:7939	NPPA	natriuretic peptide A	1p36.22	01p36.22
HGNC:7940	NPPB	natriuretic peptide B	1p36.22	01p36.22
HGNC:7941	NPPC	natriuretic peptide C	2q37.1	02q37.1
HGNC:7943	NPR1	natriuretic peptide receptor 1	1q21.3	01q21.3
HGNC:7944	NPR2	natriuretic peptide receptor 2	9p13.3	09p13.3
HGNC:7945	NPR3	natriuretic peptide receptor 3	5p13.3	05p13.3
HGNC:24969	NPRL2	NPR2 like, GATOR1 complex subunit	3p21.31	03p21.31
HGNC:14124	NPRL3	NPR3 like, GATOR1 complex subunit	16p13.3	16p13.3
HGNC:33940	NPS	neuropeptide S	10q26.2	10q26.2
HGNC:23631	NPSR1	neuropeptide S receptor 1	7p14.3	07p14.3
HGNC:17867	NPTN	neuroplastin	15q24.1	15q24.1
HGNC:7952	NPTX1	neuronal pentraxin 1	17q25.3	17q25.3
HGNC:7953	NPTX2	neuronal pentraxin 2	7q22.1	07q22.1
HGNC:7954	NPTXR	neuronal pentraxin receptor	22q13.1	22q13.1
HGNC:13782	NPVF	neuropeptide VF precursor	7p15.3	07p15.3
HGNC:30509	NPW	neuropeptide W	16p13.3	16p13.3
HGNC:7955	NPY	neuropeptide Y	7p15.3	07p15.3
HGNC:7956	NPY1R	neuropeptide Y receptor Y1	4q32.2	04q32.2
HGNC:7957	NPY2R	neuropeptide Y receptor Y2	4q32.1	04q32.1
HGNC:9329	NPY4R	neuropeptide Y receptor Y4	10q11.22	10q11.22
HGNC:52383	NPY4R2	neuropeptide Y receptor Y4-2	10q11.22	10q11.22
HGNC:7958	NPY5R	neuropeptide Y receptor Y5	4q32.2	04q32.2
HGNC:2874	NQO1	NAD(P)H quinone dehydrogenase 1	16q22.1	16q22.1
HGNC:7856	NQO2	N-ribosyldihydronicotinamide:quinone reductase 2	6p25.2	06p25.2
HGNC:7962	NR1D1	nuclear receptor subfamily 1 group D member 1	17q21.1	17q21.1
HGNC:7963	NR1D2	nuclear receptor subfamily 1 group D member 2	3p24.2	03p24.2
HGNC:7965	NR1H2	nuclear receptor subfamily 1 group H member 2	19q13.3	19q13.3
HGNC:7966	NR1H3	nuclear receptor subfamily 1 group H member 3	11p11.2	11p11.2
HGNC:7967	NR1H4	nuclear receptor subfamily 1 group H member 4	12q23.1	12q23.1
HGNC:7968	NR1I2	nuclear receptor subfamily 1 group I member 2	3q13.33	03q13.33
HGNC:7969	NR1I3	nuclear receptor subfamily 1 group I member 3	1q23.3	01q23.3
HGNC:7971	NR2C1	nuclear receptor subfamily 2 group C member 1	12q22	12q22
HGNC:7972	NR2C2	nuclear receptor subfamily 2 group C member 2	3p25.1	03p25.1
HGNC:30763	NR2C2AP	nuclear receptor 2C2 associated protein	19p13.11	19p13.11
HGNC:7973	NR2E1	nuclear receptor subfamily 2 group E member 1	6q21	06q21
HGNC:7974	NR2E3	nuclear receptor subfamily 2 group E member 3	15q23	15q23
HGNC:7975	NR2F1	nuclear receptor subfamily 2 group F member 1	5q15	05q15
HGNC:7976	NR2F2	nuclear receptor subfamily 2 group F member 2	15q26.2	15q26.2
HGNC:7977	NR2F6	nuclear receptor subfamily 2 group F member 6	19p13.11	19p13.11
HGNC:7978	NR3C1	nuclear receptor subfamily 3 group C member 1	5q31.3	05q31.3
HGNC:7979	NR3C2	nuclear receptor subfamily 3 group C member 2	4q31	04q31
HGNC:7980	NR4A1	nuclear receptor subfamily 4 group A member 1	12q13.13	12q13.13
HGNC:7981	NR4A2	nuclear receptor subfamily 4 group A member 2	2q22-q23	02q22-q23
HGNC:7982	NR4A3	nuclear receptor subfamily 4 group A member 3	9q22	09q22
HGNC:7983	NR5A1	nuclear receptor subfamily 5 group A member 1	9q33.3	09q33.3
HGNC:7984	NR5A2	nuclear receptor subfamily 5 group A member 2	1q32.1	01q32.1
HGNC:7985	NR6A1	nuclear receptor subfamily 6 group A member 1	9q33.3	09q33.3
HGNC:7988	NRAP	nebulin related anchoring protein	10q25.3	10q25.3
HGNC:33843	NRARP	NOTCH regulated ankyrin repeat protein	9q34.3	09q34.3
HGNC:7989	NRAS	NRAS proto-oncogene, GTPase	1p13.2	01p13.2
HGNC:7960	NR0B1	nuclear receptor subfamily 0 group B member 1	Xp21.2	Xp21.2
HGNC:7961	NR0B2	nuclear receptor subfamily 0 group B member 2	1p36.11	01p36.11
HGNC:19692	NRBF2	nuclear receptor binding factor 2	10q21.3	10q21.3
HGNC:7993	NRBP1	nuclear receptor binding protein 1	2p23.3	02p23.3
HGNC:19339	NRBP2	nuclear receptor binding protein 2	8q24.3	08q24.3
HGNC:7994	NRCAM	neuronal cell adhesion molecule	7q31.1	07q31.1
HGNC:7995	NRDC	nardilysin convertase	1p32.3	01p32.3
HGNC:20186	NRDE2	NRDE-2, necessary for RNA interference, domain containing	14q32.11	14q32.11
HGNC:16834	NREP	neuronal regeneration related protein	5q22.1	05q22.1
HGNC:7996	NRF1	nuclear respiratory factor 1	7q32.2	07q32.2
HGNC:7997	NRG1	neuregulin 1	8p12	08p12
HGNC:7998	NRG2	neuregulin 2	5q31.2	05q31.2
HGNC:7999	NRG3	neuregulin 3	10q23.1	10q23.1
HGNC:29862	NRG4	neuregulin 4	15q24.2	15q24.2
HGNC:8000	NRGN	neurogranin	11q24.2	11q24.2
HGNC:8001	NRIP1	nuclear receptor interacting protein 1	21q11.2-q21.1	21q11.2-q21.1
HGNC:23078	NRIP2	nuclear receptor interacting protein 2	12p13.33	12p13.33
HGNC:1167	NRIP3	nuclear receptor interacting protein 3	11p15.4	11p15.4
HGNC:25391	NRK	Nik related kinase	Xq22.3	Xq22.3
HGNC:8002	NRL	neural retina leucine zipper	14q11.2-q12	14q11.2-q12
HGNC:8003	NRM	nurim	6p21.33	06p21.33
HGNC:17972	NRN1	neuritin 1	6p25.1	06p25.1
HGNC:29811	NRN1L	neuritin 1 like	16q22.1	16q22.1
HGNC:8004	NRP1	neuropilin 1	10p11.22	10p11.22
HGNC:8005	NRP2	neuropilin 2	2q33.3	02q33.3
HGNC:24613	NRROS	negative regulator of reactive oxygen species	3q29	03q29
HGNC:17881	NRSN1	neurensin 1	6p22.3	06p22.3
HGNC:16229	NRSN2	neurensin 2	20p13	20p13
HGNC:8007	NRTN	neurturin	19p13.3	19p13.3
HGNC:8008	NRXN1	neurexin 1	2p16.3	02p16.3
HGNC:8009	NRXN2	neurexin 2	11q13.1	11q13.1
HGNC:8010	NRXN3	neurexin 3	14q24.3-q31.1	14q24.3-q31.1
HGNC:30728	NSA2	NSA2 ribosome biogenesis factor	5q13.3	05q13.3
HGNC:14234	NSD1	nuclear receptor binding SET domain protein 1	5q35.3	05q35.3
HGNC:12766	NSD2	nuclear receptor binding SET domain protein 2	4p16.3	04p16.3
HGNC:12767	NSD3	nuclear receptor binding SET domain protein 3	8p11.23	08p11.23
HGNC:13398	NSDHL	NAD(P) dependent steroid dehydrogenase-like	Xq28	Xq28
HGNC:8016	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase	17q21.31	17q21.31
HGNC:15912	NSFL1C	NSFL1 cofactor	20p13	20p13
HGNC:18790	NSG1	neuronal vesicle trafficking associated 1	4p16.3	04p16.3
HGNC:24955	NSG2	neuronal vesicle trafficking associated 2	5q35.2	05q35.2
HGNC:24548	NSL1	NSL1 component of MIS12 kinetochore complex	1q32.3	01q32.3
HGNC:8017	NSMAF	neutral sphingomyelinase activation associated factor	8q12.1	08q12.1
HGNC:29897	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	16p12.1	16p12.1
HGNC:26513	NSMCE2	NSE2 (MMS21) homolog, SMC5-SMC6 complex SUMO ligase	8q24.13	08q24.13
HGNC:7677	NSMCE3	NSE3 homolog, SMC5-SMC6 complex component	15q13.1	15q13.1
HGNC:25935	NSMCE4A	NSE4 homolog A, SMC5-SMC6 complex component	10q26.13	10q26.13
HGNC:29843	NSMF	NMDA receptor synaptonuclear signaling and neuronal migration factor	9q34.3	09q34.3
HGNC:25305	NSRP1	nuclear speckle splicing regulatory protein 1	17q11.2	17q11.2
HGNC:25994	NSUN2	NOP2/Sun RNA methyltransferase 2	5p15.31	05p15.31
HGNC:26208	NSUN3	NOP2/Sun RNA methyltransferase 3	3q11.2	03q11.2
HGNC:31802	NSUN4	NOP2/Sun RNA methyltransferase 4	1p33	01p33
HGNC:16385	NSUN5	NOP2/Sun RNA methyltransferase 5	7q11.23	07q11.23
HGNC:23529	NSUN6	NOP2/Sun RNA methyltransferase 6	10p12.31	10p12.31
HGNC:25857	NSUN7	NOP2/Sun RNA methyltransferase family member 7	4p14	04p14
HGNC:17144	NT5C	5', 3'-nucleotidase, cytosolic	17q25	17q25
HGNC:17819	NT5C1A	5'-nucleotidase, cytosolic IA	1p34.2	01p34.2
HGNC:17818	NT5C1B	5'-nucleotidase, cytosolic IB	2p24.2	02p24.2
HGNC:8022	NT5C2	5'-nucleotidase, cytosolic II	10q24.32-q24.33	10q24.32-q24.33
HGNC:17820	NT5C3A	5'-nucleotidase, cytosolic IIIA	7p14.3	07p14.3
HGNC:28300	NT5C3B	5'-nucleotidase, cytosolic IIIB	17q21.2	17q21.2
HGNC:21556	NT5DC1	5'-nucleotidase domain containing 1	6q22.1	06q22.1
HGNC:25717	NT5DC2	5'-nucleotidase domain containing 2	3p21.1	03p21.1
HGNC:30826	NT5DC3	5'-nucleotidase domain containing 3	12q23.3	12q23.3
HGNC:27678	NT5DC4	5'-nucleotidase domain containing 4	2q14.1	02q14.1
HGNC:8021	NT5E	5'-nucleotidase ecto	6q14.3	06q14.3
HGNC:15769	NT5M	5',3'-nucleotidase, mitochondrial	17p11.2	17p11.2
HGNC:29909	NTAN1	N-terminal asparagine amidase	16p13.11	16p13.11
HGNC:8023	NTF3	neurotrophin 3	12p13.31	12p13.31
HGNC:8024	NTF4	neurotrophin 4	19q13.33	19q13.33
HGNC:8028	NTHL1	nth like DNA glycosylase 1	16p13.3	16p13.3
HGNC:17941	NTM	neurotrimin	11q25	11q25
HGNC:23373	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1	9q34.11	09q34.11
HGNC:8029	NTN1	netrin 1	17p13.1	17p13.1
HGNC:8030	NTN3	netrin 3	16p13.3	16p13.3
HGNC:13658	NTN4	netrin 4	12q22	12q22
HGNC:25208	NTN5	netrin 5	19q13.33	19q13.33
HGNC:23319	NTNG1	netrin G1	1p13.3	01p13.3
HGNC:14288	NTNG2	netrin G2	9q34.13	09q34.13
HGNC:28204	NTPCR	nucleoside-triphosphatase, cancer-related	1q42.2	01q42.2
HGNC:8031	NTRK1	neurotrophic receptor tyrosine kinase 1	1q23.1	01q23.1
HGNC:8032	NTRK2	neurotrophic receptor tyrosine kinase 2	9q21.33	09q21.33
HGNC:8033	NTRK3	neurotrophic receptor tyrosine kinase 3	15q25.3	15q25.3
HGNC:8038	NTS	neurotensin	12q21.31	12q21.31
HGNC:8039	NTSR1	neurotensin receptor 1	20q13.33	20q13.33
HGNC:8040	NTSR2	neurotensin receptor 2	2p25.1	02p25.1
HGNC:14311	NUAK1	NUAK family kinase 1	12q23.3	12q23.3
HGNC:29558	NUAK2	NUAK family kinase 2	1q32.1	01q32.1
HGNC:17623	NUB1	negative regulator of ubiquitin like proteins 1	7q36.1	07q36.1
HGNC:8041	NUBP1	nucleotide binding protein 1	16p13.13	16p13.13
HGNC:8042	NUBP2	nucleotide binding protein 2	16p13.3	16p13.3
HGNC:20278	NUBPL	nucleotide binding protein like	14q12	14q12
HGNC:8043	NUCB1	nucleobindin 1	19q13.33	19q13.33
HGNC:8044	NUCB2	nucleobindin 2	11p15.1	11p15.1
HGNC:29923	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	1q32.1	01q32.1
HGNC:8045	NUDC	nuclear distribution C, dynein complex regulator	1p36.11	01p36.11
HGNC:24306	NUDCD1	NudC domain containing 1	8q23.1	08q23.1
HGNC:30535	NUDCD2	NudC domain containing 2	5q34	05q34
HGNC:22208	NUDCD3	NudC domain containing 3	7p13	07p13
HGNC:8048	NUDT1	nudix hydrolase 1	7p22.3	07p22.3
HGNC:8049	NUDT2	nudix hydrolase 2	9p13.3	09p13.3
HGNC:8050	NUDT3	nudix hydrolase 3	6p21.31	06p21.31
HGNC:8051	NUDT4	nudix hydrolase 4	12q22	12q22
HGNC:18012	NUDT4B	nudix hydrolase 4B	1q21.2	01q21.2
HGNC:8052	NUDT5	nudix hydrolase 5	10p14	10p14
HGNC:8053	NUDT6	nudix hydrolase 6	4q28.1	04q28.1
HGNC:8054	NUDT7	nudix hydrolase 7	16q23.1	16q23.1
HGNC:8055	NUDT8	nudix hydrolase 8	11q13.2	11q13.2
HGNC:8056	NUDT9	nudix hydrolase 9	4q22.1	04q22.1
HGNC:17621	NUDT10	nudix hydrolase 10	Xp11.22	Xp11.22
HGNC:18011	NUDT11	nudix hydrolase 11	Xp11.22	Xp11.22
HGNC:18826	NUDT12	nudix hydrolase 12	5q21.2	05q21.2
HGNC:18827	NUDT13	nudix hydrolase 13	10q22.2	10q22.2
HGNC:20141	NUDT14	nudix hydrolase 14	14q32.33	14q32.33
HGNC:23063	NUDT15	nudix hydrolase 15	13q14.2	13q14.2
HGNC:26442	NUDT16	nudix hydrolase 16	3q22.1	03q22.1
HGNC:28154	NUDT16L1	nudix hydrolase 16 like 1	16p13.3	16p13.3
HGNC:26618	NUDT17	nudix hydrolase 17	1q21.1	01q21.1
HGNC:26194	NUDT18	nudix hydrolase 18	8p21.3	08p21.3
HGNC:32036	NUDT19	nudix hydrolase 19	19q13.11	19q13.11
HGNC:13870	NUDT21	nudix hydrolase 21	16q13	16q13
HGNC:28189	NUDT22	nudix hydrolase 22	11q13.1	11q13.1
HGNC:14621	NUF2	NUF2 component of NDC80 kinetochore complex	1q23.3	01q23.3
HGNC:8057	NUFIP1	nuclear FMR1 interacting protein 1	13q14.12	13q14.12
HGNC:17634	NUFIP2	nuclear FMR1 interacting protein 2	17q11.2	17q11.2
HGNC:33550	NUGGC	nuclear GTPase, germinal center associated	8p21.1	08p21.1
HGNC:8059	NUMA1	nuclear mitotic apparatus protein 1	11q13.4	11q13.4
HGNC:8060	NUMB	NUMB endocytic adaptor protein	14q24.3	14q24.3
HGNC:8061	NUMBL	NUMB like endocytic adaptor protein	19q13.2	19q13.2
HGNC:29797	NUP35	nucleoporin 35	2q32.1	02q32.1
HGNC:29929	NUP37	nucleoporin 37	12q23.2	12q23.2
HGNC:17010	NUP42	nucleoporin 42	7p15.3	07p15.3
HGNC:21182	NUP43	nucleoporin 43	6q25.1	06q25.1
HGNC:8065	NUP50	nucleoporin 50	22q13.31	22q13.31
HGNC:17359	NUP54	nucleoporin 54	4q21.1	04q21.1
HGNC:20261	NUP58	nucleoporin 58	13q12.13	13q12.13
HGNC:8066	NUP62	nucleoporin 62	19q13.33	19q13.33
HGNC:25960	NUP62CL	nucleoporin 62 C-terminal like	Xq22.3	Xq22.3
HGNC:8734	NUP85	nucleoporin 85	17q25	17q25
HGNC:8067	NUP88	nucleoporin 88	17p13.2	17p13.2
HGNC:28958	NUP93	nucleoporin 93	16q13	16q13
HGNC:8068	NUP98	nucleoporin 98 and 96 precursor	11p15.4	11p15.4
HGNC:29914	NUP107	nucleoporin 107	12q15	12q15
HGNC:18016	NUP133	nucleoporin 133	1q42.13	01q42.13
HGNC:8062	NUP153	nucleoporin 153	6p22.3	06p22.3
HGNC:8063	NUP155	nucleoporin 155	5p13.2	05p13.2
HGNC:18017	NUP160	nucleoporin 160	11p11.2	11p11.2
HGNC:17859	NUP188	nucleoporin 188	9q34.11	09q34.11
HGNC:18658	NUP205	nucleoporin 205	7q33	07q33
HGNC:30052	NUP210	nucleoporin 210	3p25.1	03p25.1
HGNC:29915	NUP210L	nucleoporin 210 like	1q21.3	01q21.3
HGNC:8064	NUP214	nucleoporin 214	9q34.13	09q34.13
HGNC:29990	NUPR1	nuclear protein 1, transcriptional regulator	16p11.2	16p11.2
HGNC:44164	NUPR2	nuclear protein 2, transcriptional regulator	7p11.2	07p11.2
HGNC:21042	NUS1	NUS1 dehydrodolichyl diphosphate synthase subunit	6q22.1	06q22.1
HGNC:18538	NUSAP1	nucleolar and spindle associated protein 1	15q14	15q14
HGNC:13722	NUTF2	nuclear transport factor 2	16q22.1	16q22.1
HGNC:29919	NUTM1	NUT midline carcinoma family member 1	15q14	15q14
HGNC:23438	NUTM2A	NUT family member 2A	10q23.2	10q23.2
HGNC:23445	NUTM2B	NUT family member 2B	10q22.3	10q22.3
HGNC:23447	NUTM2D	NUT family member 2D	10q23.2	10q23.2
HGNC:23448	NUTM2E	NUT family member 2E	10q22.3	10q22.3
HGNC:23450	NUTM2F	NUT family member 2F	9q22.32	09q22.32
HGNC:23449	NUTM2G	NUT family member 2G	9q22.33	09q22.33
HGNC:8070	NVL	nuclear VCP like	1q42.11	01q42.11
HGNC:27619	NWD1	NACHT and WD repeat domain containing 1	19p13.11	19p13.11
HGNC:29229	NWD2	NACHT and WD repeat domain containing 2	4p14	04p14
HGNC:8071	NXF1	nuclear RNA export factor 1	11q12.3	11q12.3
HGNC:8072	NXF2	nuclear RNA export factor 2	Xq22.1	Xq22.1
HGNC:23984	NXF2B	nuclear RNA export factor 2B	Xq22.1	Xq22.1
HGNC:8073	NXF3	nuclear RNA export factor 3	Xq22.1	Xq22.1
HGNC:8075	NXF5	nuclear RNA export factor 5	Xq22.1	Xq22.1
HGNC:18008	NXN	nucleoredoxin	17p13.3	17p13.3
HGNC:25179	NXNL1	nucleoredoxin like 1	19p13.11	19p13.11
HGNC:30482	NXNL2	nucleoredoxin like 2	9q22.1	09q22.1
HGNC:28527	NXPE1	neurexophilin and PC-esterase domain family member 1	11q23.2	11q23.2
HGNC:26331	NXPE2	neurexophilin and PC-esterase domain family member 2	11q23.2	11q23.2
HGNC:28238	NXPE3	neurexophilin and PC-esterase domain family member 3	3q12.3	03q12.3
HGNC:23117	NXPE4	neurexophilin and PC-esterase domain family member 4	11q23.2	11q23.2
HGNC:20693	NXPH1	neurexophilin 1	7p21.3	07p21.3
HGNC:8076	NXPH2	neurexophilin 2	2q22.1	02q22.1
HGNC:8077	NXPH3	neurexophilin 3	17q21.33	17q21.33
HGNC:8078	NXPH4	neurexophilin 4	12q13.3	12q13.3
HGNC:15913	NXT1	nuclear transport factor 2 like export factor 1	20p11.21	20p11.21
HGNC:18151	NXT2	nuclear transport factor 2 like export factor 2	Xq23	Xq23
HGNC:22009	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	7q22.1	07q22.1
HGNC:29291	NYAP2	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2	2q36.3	02q36.3
HGNC:20165	NYNRIN	NYN domain and retroviral integrase containing	14q12	14q12
HGNC:8082	NYX	nyctalopin	Xp11.4	Xp11.4
HGNC:28752	OAF	out at first homolog	11q23.3	11q23.3
HGNC:21257	OARD1	O-acyl-ADP-ribose deacylase 1	6p21.1	06p21.1
HGNC:8086	OAS1	2'-5'-oligoadenylate synthetase 1	12q24.13	12q24.13
HGNC:8087	OAS2	2'-5'-oligoadenylate synthetase 2	12q24.13	12q24.13
HGNC:8088	OAS3	2'-5'-oligoadenylate synthetase 3	12q24.13	12q24.13
HGNC:8090	OASL	2'-5'-oligoadenylate synthetase like	12q24.31	12q24.31
HGNC:8091	OAT	ornithine aminotransferase	10q26.13	10q26.13
HGNC:8095	OAZ1	ornithine decarboxylase antizyme 1	19p13.3	19p13.3
HGNC:8096	OAZ2	ornithine decarboxylase antizyme 2	15q22.31	15q22.31
HGNC:8097	OAZ3	ornithine decarboxylase antizyme 3	1q21.3	01q21.3
HGNC:20308	OBI1	ORC ubiquitin ligase 1	13q31.1	13q31.1
HGNC:23380	OBP2A	odorant binding protein 2A	9q34.3	09q34.3
HGNC:23381	OBP2B	odorant binding protein 2B	9q34.2	09q34.2
HGNC:15719	OBSCN	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	1q42.13	01q42.13
HGNC:29092	OBSL1	obscurin like cytoskeletal adaptor 1	2q35	02q35
HGNC:8100	OC90	otoconin 90	8q24.22	08q24.22
HGNC:8101	OCA2	OCA2 melanosomal transmembrane protein	15q12-q13.1	15q12-q13.1
HGNC:26221	OCEL1	occludin/ELL domain containing 1	19p13.11	19p13.11
HGNC:16074	OCIAD1	OCIA domain containing 1	4p11	04p11
HGNC:28685	OCIAD2	OCIA domain containing 2	4p11	04p11
HGNC:8104	OCLN	occludin	5q13.2	05q13.2
HGNC:8105	OCM	oncomodulin	7p22.1	07p22.1
HGNC:34396	OCM2	oncomodulin 2	7q21.3	07q21.3
HGNC:8108	OCRL	OCRL inositol polyphosphate-5-phosphatase	Xq26.1	Xq26.1
HGNC:16116	OCSTAMP	osteoclast stimulatory transmembrane protein	20q13.12	20q13.12
HGNC:26043	ODAM	odontogenic, ameloblast associated	4q13.3	04q13.3
HGNC:26300	ODAPH	odontogenesis associated phosphoprotein	4q21.1	04q21.1
HGNC:8109	ODC1	ornithine decarboxylase 1	2p25.1	02p25.1
HGNC:8113	ODF1	outer dense fiber of sperm tails 1	8q22.3	08q22.3
HGNC:8114	ODF2	outer dense fiber of sperm tails 2	9q34.11	09q34.11
HGNC:29225	ODF2L	outer dense fiber of sperm tails 2 like	1p22.3	01p22.3
HGNC:19905	ODF3	outer dense fiber of sperm tails 3	11p15.5	11p15.5
HGNC:34388	ODF3B	outer dense fiber of sperm tails 3B	22q13.33	22q13.33
HGNC:28735	ODF3L1	outer dense fiber of sperm tails 3 like 1	15q24.2	15q24.2
HGNC:26841	ODF3L2	outer dense fiber of sperm tails 3 like 2	19p13.3	19p13.3
HGNC:19056	ODF4	outer dense fiber of sperm tails 4	17p13.1	17p13.1
HGNC:24299	ODR4	odr-4 GPCR localization factor homolog	1q31.1	01q31.1
HGNC:2567	OFD1	OFD1 centriole and centriolar satellite protein	Xp22.2	Xp22.2
HGNC:7056	OGA	O-GlcNAcase	10q24.32	10q24.32
HGNC:8124	OGDH	oxoglutarate dehydrogenase	7p13	07p13
HGNC:25590	OGDHL	oxoglutarate dehydrogenase like	10q11.23	10q11.23
HGNC:25585	OGFOD1	2-oxoglutarate and iron dependent oxygenase domain containing 1	16q13	16q13
HGNC:25823	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	12q24.31	12q24.31
HGNC:26174	OGFOD3	2-oxoglutarate and iron dependent oxygenase domain containing 3	17q25.3	17q25.3
HGNC:15768	OGFR	opioid growth factor receptor	20q13.33	20q13.33
HGNC:21378	OGFRL1	opioid growth factor receptor like 1	6q13	06q13
HGNC:8125	OGG1	8-oxoguanine DNA glycosylase	3p25.3	03p25.3
HGNC:8126	OGN	osteoglycin	9q22.31	09q22.31
